muestra;grad;or_R;pend_c;tipo_roca;or_L;exp;sup;pend;piso;ORNS_L;ORNS_R;paj;roc;arb;so;mg;rast;ces;alt;Lichen_cover;Moss_cover;Rock_cover;A_altoandina;A_lorentzii;Acarospora_sp1;Acarospora_sp2;B_aethalea;B_aff_aethalea;B_concinna;B_dispersa;B_sulphurea;B_tellulata;B_tesserata;B_umbrina;Buellia_sp1;C_carneopruinata;C_chlorina;C_cinnabarina;C_sideritis;C_esteril;C_fimbriata;C_melanopoda;C_pyxidata;C_symphocarpa;Cladonia_sp;C_vitellina;Catillaria_sl;D_bisporus;D_diacapsis;D_muscorum;D_scruposus;D_oreina;D_pavonii;Dictyonema_sp;F_caperata;F_haysomii;F_papilosa;H_badia;H_breverhiza;H_dentella;H_intercalanda;H_leucomela;H_longiloba;H_revoluta;H_rhabdiformis;Hy_badia;H_fenzlianum;H_obscurata;H_speciosa;L_farinosa;L_granulosula;L_laboriosa;L_rupicola;Lecidea_sp;Lecidea_sp2;Lepraria_amarilla.1;Lepraria_lobulada;Lepraria_sp1;Lepraria_sp2;Leptogium_sp;O_austroamericana;O_parella;P_afrorevoluta;Parmelinopsis_sp;P_bonariensis;P_badia;P_candelarioides;P_colombiana;P_hypoleucites;P_perreticulata;P_punctilla;P_stictica;P_semansiana;P_distincta;P_pustulata;P_dydactila;P_hababianum;P_reticulatum;P_warmingii;P_rupicola;Paraparmelia_sp;P_coriacea;Pertusaria_ap2;Pertusaria_sp2;Pertusaria_sp3;Ph_ lobulata;Ph_dubia;Ph_tribacia;Phaeophyscia_sp;Placidium_sp;Psora_sp;Psora_sp.1;R_celastri;R_pilulifera;R_puiggarii;R_confragosa;R_confragosula;R_disporum;R_geographicum;R_inorense;R_obscuratum;R_propagulosum;Rhizocarpon_gris;Rimoso_blanco;S_ramulosum;T_atra;T_nodulifer;U_africana;U_amblyoclada;U_cornuta;U_diuretzi;U_hieronymi;U_krogiana;U_luti;U_polyrrhiza;U_saxidilatata;U_saxydilatata;X_cordillerana;X_cotopaxiensis;X_farinosa;X_hipopsila;X_microspora;X_microsticta;X_mougeoti;X_nefoscelia_sl;X_parietina;X_plittii;X_punctulata;X_santesonii;X_scabrosa;X_submougeotii;X_subtinctina;X_subulcerosa;X_taractica;X_ulcerosa;X_wrightiana;Xanthoparmelia_sp;Xanthoria_sp
T4_900R9;linderos;S;media;gneiss;N;150;20.7;40;900;0;0.5;0;80;10;5;2;2;0;940;72;10;18;0;0.4;1;0;9.6;0;0;0;0;0;0;0;0;5.2;3.8;0;0;1.4;0;0;0;0;0;0;0;0;0;0;3.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6;0;0;2.2;0;0;0;0;0;0;0;14.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;1.8;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;3.4;0;0;0
T4_900R10;linderos;plana;plana;gneiss;S;153;23.026;5;900;0.5;0.1736;20;45;20;15;0;5;0;930;68;0;32;0;1.8;2.6;0;14.4;0;0;0;0;0;0;0;0;2;0.4;0;0;0.4;0;0;0;0;1;0;0;0;0;0;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.6;0;0;0;0;0;0;0;0;0;0;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0;0;0;0;6.6;0;5.8;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
T4_900R7;linderos;S;vertical;gneiss;S;130;25.53;80;900;0.6428;0.766;30;40;20;10;2;5;0;935;81.6;3;15.4;0;0.4;0;0.2;2.6;0;0;0;0;0;0;0;0;0.6;0.4;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;9.8;0.4;0;0;0;0;0;0;23.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0
T4_900R6;linderos;S;media;gneiss;S;130;24.7;35;900;0.6428;0.5;25;40;25;10;2;5;0;933;79;1;20;0;0.8;1.4;0.4;8;0;0;0;0;0;0;0;0;9.8;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;2;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.2;0;0;0.2;0;0;0;0;0;0;0;6.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;6.2;0;0;0;4;0;0;0;0;0;0;0;0;0;8;0;0;0
T4_900R4;linderos;S;media;gneiss;N;145;11.2;45;900;0;0.342;20;60;10;5;0;5;0;932;78;3.4;18.6;0;2.8;1.2;0;11;0;0;0;0;0;0;0;0;5.8;3.6;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.4;0;0;0.6;0;0;0;0;0;0;0;9.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.6;0;0;0;0;0;0;0;1.2;4.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.8
T4_900R1;linderos;S;vertical;gneiss;N;155;3.9;75;900;-0.5;0.6428;5;30;10;5;0;30;30;970;65;0;23;0;0.4;0;2.2;8.4;0;0;0;0;0;0;0;0;0;3.6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6.6;0;0;0;0;0;0;0;7.6;0;0;0;0;0;0.4;0;0;0
T4_1800R7;linderos;S;vertical;gneiss;N;155;48.4;80;1800;-0.866;0.9848;10;25;5;20;10;15;15;1790;80;0;20;0;5.8;2.8;4.4;14.2;2.2;0;0;0;0.6;0;0;0;0;1.8;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;8.2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0;0;2.8;0;0;0;0;0;5.2;0;3.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T4_1800R9;linderos;S;vertical;gneiss;N;140;16.64;80;1800;-0.6428;0.866;20;60;5;5;5;20;40;1814;78;1;28;0;7;2;0;12.8;1.6;0;0;0;0;0;0;0;0;4.4;0;0;15.6;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.2;2.2;3.8;0;0;0;12.2;0;0;0;0;0;0;0;4;0;0;2;0;1.2;3.2;0;0;0;0;3.4;0;0;0;0;0;0;0.8;0;0;0;0;0;2.6;0;0;0.6;0;2;0;0;0;3.6;0;0;0;1.2;0;0;0;1.8;0;1;0;6.2;0;5.8;0;0;0;0;2.8;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;3.2;0;0;0
T4_1800R10;linderos;N;vertical;gneiss;S;130;12.41;75;1800;0.5;-0.766;15;60;2;2;1;10;10;1796;88.6;2.4;9;0;0.2;0;0;1.4;0;0;0;0;0;0;0;0;0;5.8;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0.8;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.2;0;0;0;1.2;0;0;1.4;0;0;0;0;0.6;0;0;0.2;0;0;5.6;0;0;0;0;4.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T4_1800R8;linderos;plana;plana;gneiss;N;170;18.27;8;1800;-0.6428;-0.866;5;70;0;8;3;7;7;1797;80.4;0.2;19.4;0;2;2.4;0;7.8;0;0;0;0;0;0;3.8;0;0;13;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;8.6;0;0;0;14.6;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;3.6;0;0;0;0;0;0;0;0;0;2;0.2;0;0;0;0;0;0;0;0;0;0;0;1.2;0;2.6;0;2.2;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0
T4_180011;linderos;N;media;gneiss;N;153;5.16;45;1800;-0.9848;-0.766;50;30;0;1;1;5;20;1826;91.8;0;8.2;0;2;3.2;0;12.6;5;0;0;0;0;0;0;0;0;11.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.4;0;0;0;15.8;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;1.4;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T4_1800R12;linderos;N;vertical;gneiss;N;100;24.86;80;1800;-1;-0.9397;20;60;0;2;2;5;15;1821;70;6.4;23.6;0;1.8;3.6;0;4.2;0;0;0;0;0;0;0;0;0;6.2;0;0;1;0;0;0;2.6;0;0;0;0;0;0;0;0;0;0;0.4;0;0.4;0;0;0;1.2;0;0;0;0;0;0;0;0;0;7;0;0;0;6.6;0;0;0;9.2;0;0;0.8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.6;0;0;0;2.2;0;0;0;0;0;0;0;0;0;5;0;4.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0
T4_1800R13;linderos;plana;plana;gneiss;N;165;6.3;15;1800;-0.342;0.866;10;75;5;0;2;10;5;1830;95.4;0.4;4.2;0;13.4;3.2;2.2;2.6;16.6;0;0;0;0;0;0;0;0.4;11.4;0;0;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;16.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;7.8;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;5.4;0;0;0;0;0;0;0;0;0;0;0;0
T4_1800R14;linderos;N;media;gneiss;N;160;7.28;40;1800;-0.766;-0.9397;15;60;0;5;1;10;15;1832;93.4;0;6.6;0;0.8;1;0;6;8.6;0;0;0;0;0;0;0;0;1.8;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.6;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;5.2;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T4_1800R15;linderos;plana;plana;gneiss;S;160;15.81;2;1800;0.9848;0.766;10;70;0;10;1;10;5;1855;67;8;25;0;3;0;0;3;9.6;0;0;0;0;0;0;0;0.6;8;0;0;1;0;0;0;0;0;0;0.8;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.8;0;0;0;5.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;8;0;0;0;0;0;0;0;0;0
T4_1800R16;linderos;S;vertical;gneiss;S;165;8.8;55;1800;0.1736;0.342;20;45;2;1;1;5;30;1840;94;1;5;0;8;5.2;0;4.2;11.4;0;0;0;0;0;0;0;0;7.6;0;0;3.6;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;4.4;0;0;0;19.6;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T4_1800R17;linderos;S;vertical;gneiss;S;165;5.1;50;1800;0.6428;0.866;25;45;2;10;1;5;20;1824;89.2;0;10.8;0;5.4;2.2;6.4;1.6;1.6;0;0;0;0;0;0;0;0;7;0;0;3.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;12.2;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;1.4;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;1.6;1.6;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0.6;0;0;0
T4_1800R18;linderos;plana;plana;gneiss;N;165;6.8;15;1800;-0.342;0.766;50;35;1;2;1;5;10;1814;94.8;0;4.6;0;8.8;7.4;0;2.2;16.8;0;0;0;0;0;0;0;0.8;4.6;0;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8;0;0;0;7.8;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T4_2100R2;linderos;N;media;gneiss;S;120;16.74;45;2100;0.6428;-0.342;10;80;0;1;2;2;7;2133;93.8;0;6.2;0;9.2;6.2;0;2;15.6;0;0;0;0;0;0;0;0.4;1.8;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.6;0;0;0;7.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;4.2;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;6.8;0;0.8;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0
T4_2100R3;linderos;S;vertical;gneiss;S;160;6.65;50;2100;0.866;0.6428;8;75;1;3;1;5;10;2132;76;0;24;0;15.8;16.8;0;1.4;5.8;0;0;0;0;0;0;0;0.2;1.2;0;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;0;6.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0
T4_2100R4;linderos;S;vertical;gneiss;S;160;25.2;80;2100;0.766;0.9397;10;70;1;15;1;5;10;2140;78;1;21;0;4.2;1;1.4;4;2.6;0;0;0;0;0;0;0;0;5.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;6.8;0;0;0;6.2;0;0;0;0;0;0;0;0;0;0;0;0;1.6;3.4;0;0;0;0;0;0;0;0;0;0;0;1;3.2;0;0;0;0;0;0;0;0.8;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;11.4;0;3.6;0;0;0;0;0;1.2;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0
T4_2100R5;linderos;S;vertical;gneiss;S;150;7.92;80;2100;0.1736;0.9848;25;70;3;1;1;0;0;2112;68;4;28;0;4;7;0;0;5;0;0;0;0;0;0;0;0;5.4;0;0;1.4;0;0;0;0;0;0;0.2;0;0;0;0;0;1.2;0.4;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;0;3.2;0;0;3.4;0;0;0;0;0;0;0;0;0;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;5.4;0;0;0;0;0;0;0;0;0;6.2;0;0;0;0;0;0;0;0;0;0;0;0;2.6;3;0;5.6;0;0;0;0;0;0;0;1.2;0;0;0;1;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0
T4_2100R6;linderos;S;vertical;gneiss;S;155;8.14;90;2100;0.9848;0.9848;10;55;0;10;1;5;20;2147;78;5;17;0;13.2;0.2;0;5.2;2.6;0;0;0;0;0;0;0;0;3.4;0;0;4.6;0;0;0;0;0;0;0;0;0;0;0;0;4.2;1.2;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;6;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0.8;8.8;0;0;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;4.8;0;1.6;0;5.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T4_2100R7;linderos;S;media;gneiss;S;140;10.4;45;2100;0.9397;0.342;10;80;0;5;2;3;5;2141;72;0;28;0;8.2;7.4;0;2.4;5.6;0;0;0;0;0;0;0;0;1.2;0;0;3;0;0;0;0;0;0;0;0;0;0;1.6;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.4;0;0;0;7.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0.4;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.4;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0.4;0;0;0.4
T4_2100R8;linderos;S;media;gneiss;N;130;8.8;40;2100;-0.5;0.5;5;75;0;2;2;5;15;2134;80;0;20;0;6.6;0.4;7.2;5.2;4.2;0;0;0;0;0;0;0;0.6;2.4;0;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;12.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;1.4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6.2;0;0.8;0;0;0;0;0;1.2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0.8;0;0;0
T4_2100R9;linderos;N;media;gneiss;N;145;4.9;45;2100;-0.5;-0.9397;5;80;0;5;1;2;10;2144;96;0;4;0;4;5.4;0;14.6;15.2;0;0;0;0;0;0;0;0;1.2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;1.2;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8;0;0;0;0;0;4.6;0;0;0;0;0;0;0;0;0;0.4;0;0.4;0;0.2;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T4_2100R10;linderos;plana;plana;gneiss;S;135;7.36;0;2100;0.9848;0.9848;10;45;0;15;1;5;25;2152;60;4;36;0;0.8;0.4;0;0;0.6;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.4;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.6;0;0;0;0;1.6;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;2.2;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0;7.4;0;9;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T4_2100R11;linderos;plana;plana;gneiss;S;165;9.62;8;2100;0.866;0.6428;10;30;0;10;1;5;50;2148;66;6;26;0;0.8;0;0;7.6;5.6;0;0;0;0;0;0;0;0;6;0;0;0.8;0;2.2;0;0;0;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;1.2;0;1.8;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T4_2100R13;linderos;plana;plana;gneiss;S;130;6.15;8;2100;1;0.866;2;80;0;10;1;5;5;2153;52;5;43;0;0.6;1.2;0;2.6;0;0;0;0;1.4;0;0;0;0;8.6;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.4;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0.4;0;2.4;0;0;0;0;4.8;0;0;0;0;0;0;2.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.6;0;0;0;0;0;0;0.2;1.4;0;0;0;9.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0.4;0;0;0
T4_2100R15;linderos;N;vertical;gneiss;N;115;19.25;90;2100;-0.9397;-0.9397;35;55;0;10;3;5;5;2145;84;7;9;0;1.4;0.8;0;6.4;0;0;0;0;0;0;0;0;0;7.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0.8;0;0;6.6;0;0;0;1;0;0;1;0;0;3.6;0;0;0;0;0;3.8;0;4.8;0;0;0.8;0;16.8;0;0;0;0;0;0;3.4;0;0;0;0;0;0;0;0;1;0;0;0;2.4;0;2.2;0;0;0;0;0;0;0;2.8;0;3;0;3;0;1;0;0;2.2;5.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T4_2100R16;linderos;plana;plana;gneiss;S;160;6.3;5;2100;0.342;-0.6428;20;50;0;15;3;3;15;2142;64;7;29;0;0.2;0;0;0.4;0;0;0;0;0;0;0;0;0;6.6;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.4;6;0;0;1.4;0;0;2;0;0;0;0;0;0;0;0;0;0;5.2;0;0;0;0;0;0;0;0;0;0;0;0.8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;9.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0
T4_2100R17;linderos;plana;plana;gneiss;N;160;7;8;2100;-1;-0.866;10;55;1;10;1;0;25;2136;93;0;7;0;9.2;0.8;0;1.6;2.8;0;0;0;2.2;0;0;0;0;6.2;0;0;4.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.4;0;0;0;5.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T4_2100R18;linderos;N;vertical;gneiss;N;120;13.65;80;2100;-0.6428;-0.6428;5;75;0;10;2;5;10;2137;90.8;2.4;6.8;0;0.4;3.6;0;16.6;4.4;0;0;0;0;0;0;0;0;3.6;0;0;2.4;0;0;0;0;0;0;0.2;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.6;5.2;0;0;0;6.8;0;0;0;0;0;1.4;0;0;0;0;0;0;0;1.6;0;0;0;0;4.2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;9.6;0;0;0;0;0;3.8;0;0;0;0;0;0;0;3;0;1;0;1;0;1.6;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T4_2400R1;linderos;plana;plana;gneiss;S;170;6.8;10;2400;0.1736;-1;10;80;0;5;0;10;10;2448;70;0;30;0;0.2;2.4;0;3.8;5.6;0;0;0;0;0;0;0;0.8;0.4;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;1.2;0;0;0;12.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0;0;0;0;0;2.2;0;0;0;0;0;0;0;2.6;0;0;0;0;0;0;0;5.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
