nro;grad;Acarospora_altoandina;Acarospora_lorentzii;Acarospora_sp1;Acarospora_sp2;Buellia_aethalea;Buellia_aff_aethalea;Buellia_aff_sulfurea;Buellia_concinna;Buellia_crema;Buellia_dispersa;Buellia_sp1;Buellia_sulphurea;Buellia_tellulata;Buellia_tesserata;Buellia_umbrina;Caloplaca_aff_chlorina;Caloplaca_cinnabarina;Caloplaca_sideritis;Candelariella_vitellina;Canoparmelia_carneopruinata;Catillaria_sl;Cladonia_esteril;Cladonia_fimbriata;Cladonia_melanopoda;Cladonia_pyxidata;Cladonia_sp;Cladonia_symphocarpa;Cob_líquenes;Cob_musgo;Cob_roca;Pertusaria_sp3;Dictyonema_sp;Dimelaena_oreina;Diploschistes_bisporus;Diploschistes_diacapsis;Diploschistes_scruposus;Diploschystes_diacapsis;Diploschystes_muscorum;Dyctionema_pavonii;Lepraria_amarilla;Estereocaulon_ramulosum;Flavoparmelia_caperata;Flavoparmelia_haysomii;Flavoparmelia_papilosa;Haematomma_fenzlianum;Heterodemia_badia;Heterodermia_leucomela;Heterodermia_obscurata;Heterodermia_sp;Heterodermia_speciosa;Heterotermia_obscurata;Psora_sp;Hypotrachyna_aff_dentella;Hypotrachyna_aff_intercalanda;Hypotrachyna_aff_longiloba;Hypotrachyna_badia;Hypotrachyna_breverhiza;Hypotrachyna_isidiada;Hypotrachyna_laciniada;Hypotrachyna_obscura;Hypotrachyna_revoluta;Hypotrachyna_rhabdiformis;Lecanora_cf_rupicola;Lecanora_farinosa;Lecidea_aff_laboriosa;Lecidea_sp;Lecidea_sp2;Lecidella_granulosula;Lepraria_amarilla;Lepraria_lobulada;Lepraria_verde;Leptogium_sp;Neofuscelia_sp;Ochrolechia_austroamericana;Ochrolechia_parella;Paraparmelia_rupicola;Paraparmelia_sp;Parmelinopsis_afrorevoluta;Parmelinopsis_sp;Parmotrema_aff_bonariensis;Parmotrema_aff_hababianum;Parmotrema_reticulatum;Parmotrema_warmingii;Peltigera_dydactila;Pertusaria_aff_coriacea;Pertusaria_ap2;Pertusaria_beige;Pertusaria_sp2;Phaeophyscia_sp;Physcia_dubia;Physcia_tribacia;Physcia_ lobulata;Placidium_sp;Placomaronea_candelarioides;Placomaronea_negra;Protoparmelia_badia;Psiloparmelia_distincta;Psiloparmelia_pustulata;Psora_sp;Punctelia_aff_hypoleucites;Punctelia_aff_semansiana;Punctelia_colombiana;Punctelia_perreticulata;Punctelia_punctilla;Punctelia_stictica;Ramalina_celastri;Ramalina_cf_pilulifera;Ramalina_aff_puiggarii;Rhizocarpon_cf_inorense;Rhizocarpon_disporum;Rhizocarpon_geographicum;Rhizocarpon_geographicum2;Rhizocarpon_gris;Rhizocarpon_obscuratum;Rhizocarpon_propagulosum;Rhizocarpon_verde;Rimoso_blanco;Rinodina_confragosula;Rinodina_confragosa;Stereocaulon_ramulosum;Teloschystes_nodulifer;Tephromela_atra;Umbilicaria_africana;Umbilicaria_polyrrhiza;Usnea_aff_saxydilatata;Usnea_amblyoclada;Usnea_apoteciada;Usnea_cornuta;Usnea_diuretzi;Usnea_hieronymi;Usnea_krogiana;Usnea_luti;Usnea_saxidilatata;Usnea_sp;Xanthoparmelia_cordillerana;Xanthoparmelia_cotopaxiensis;Xanthoparmelia_farinosa;Xanthoparmelia_hipopsila;Xanthoparmelia_microspora;Xanthoparmelia_microsticta;Xanthoparmelia_mougeoti;Xanthoparmelia_plittii;Xanthoparmelia_punctulata;Xanthoparmelia_santesonii;Xanthoparmelia_scabrosa;Xanthoparmelia_sp;Xanthoparmelia_submougeotii;Xanthoparmelia_subtinctina;Xanthoparmelia_subulcerosa;Xanthoparmelia_sutinctina;Xanthoparmelia_taractica;Xanthoparmelia_ulcerosa;Xanthoparmelia_wrightiana;Xanthoria_parietina;Xanthoria_sp;Xanthorparmelia_microspora;or_roca;ORNS_R;or_R;E;W;exp;L;A;sup;pend;pend_c;tipo_roca;or_ladera;ORNS_L;or_L;paj;roc;arb;so;mg;rast;ces;alt;piso;obs
T2_1200R7;gigantes;0;3.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;62;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;4.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.6;0;0;0;0;0;0;0;0;0;0;0;0;0;230;-0.6428;S;40;0;140;2.2;4.1;9.02;40;media;granito;330;0.866;S;40;30;10;5;10;20;0;1200;1200;NA
T2_1200R2;gigantes;0;1.4;0;0;0.8;0;0;0;0;0;0;0;0;9.2;0;0;3.2;0;1.2;0;0;0;0;0;0;0;0;84.4;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.2;0;0;0;0.6;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6.2;0;0;0;140;-0.766;plana;0;20;160;1.9;3.8;7.22;20;plana;granito;130;-0.6428;N;30;40;20;10;10;10;0;1200;1200;NA
T2_1200R3;gigantes;0;2;0;0;0.4;0;0;0;0;0;0;0;0;18;0;0;8;0;0;0;0;0;0;0;0;0;0;66;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0;0.6;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;6.2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7.6;0;0;0;170;-0.9848;plana;5;10;165;3.3;1.8;5.94;10;plana;granito;120;-0.5;N;30;60;10;1;10;10;0;1200;1200;NA
T2_1800R4;gigantes;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;165;-0.9659;S;0;30;150;2;3;6;35;media;granito;135;-0.7071;N;60;30;5;10;5;10;0;1200;1800;NA
T2_1800R5;gigantes;;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;0.766;N;0;60;120;1.9;6.4;12.16;85;vertical;granito;150;-0.866;N;50;50;10;1;1;5;0;1200;1800;NA
T2_1200R13;gigantes;0;2.8;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;57;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.4;0;0;4.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.4;0;3;0;12.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;-0.5;S;85;7;88;1.5;7;10.5;90;vertical;granito;170;-0.9848;N;70;40;20;20;20;20;0;1200;1200;NA
T2_1200R10;gigantes;0;4.4;0;0;0;0;0;0;0;0;0;0;15.4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;81;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;7.2;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;12.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.2;0;0;0;320;0.766;N;90;10;80;0.7;3;2.1;85;vertical;granito;320;0.766;S;20;20;20;10;10;20;0;1200;1200;NA
T2_1200R11;gigantes;0;1.4;0;0;0;0;0;0;0;0;0;0;0;13.4;0;0;3;0;0;0;0;0;0;0;0;0;0;37;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0.766;plana;0;0;180;5.8;3.4;19.72;15;plana;granito;120;-0.5;N;50;30;20;5;5;5;0;1200;1200;NA
T2_1200R14;gigantes;0;1.2;0;0;0;0;0;0;0;0;0;0;0;19.2;0;0;6.6;0;0.6;0;0;0;0;0;0;0;0;84;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0;0;0;0.4;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;5.2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;150;-0.866;plana;30;10;140;2;2.8;5.6;20;plana;granito;320;0.766;S;30;20;20;1;5;30;0;1200;1200;NA
T2_1200R15;gigantes;0;0.8;0;0;11;0;0;0;0;0;0;0;0;6;0;0;5.2;0;0;0;0;0;0;0;0;0;0;52;2;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.2;0;0;0;0;0;3.4;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;-0.9962;S;15;20;145;1.9;4.8;9.12;40;media;granito;280;0.1736;S;5;70;10;1;5;30;0;1200;1200;NA
T2_1200R16;gigantes;0;2.4;0;0;0;0;0;0;0;0;0;0;0;7.8;0;0;1;0;0;0;0;0;0;0;0;0;0;27;0;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0.5;plana;30;20;130;1.2;3.5;4.2;10;plana;granito;0;1;S;2;40;40;1;5;20;0;1200;1200;NA
T2_1200R17;gigantes;0;1.6;0;0;12.6;0;0;0;0;0;0;0;0;3.4;0;0;4;0;1.6;0;0;0;0;0;0;0;0;58;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;2.8;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210;-0.866;S;15;10;155;1;3;3;50;vertical;granito;300;0.5;S;20;30;20;3;1;20;0;1200;1200;NA
T2_1200R18a;gigantes;0;1;0;0;0;0;0;0;0;0;0;0;0;10.6;0;0;9;0;0;0;0;0;0;0;0;0;0;74;6;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;11.2;0;0;0;0;0;3;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.6;0;0;0;0;0;0;0;0;0;0;0;0;0;240;-0.5;S;50;10;120;1;3;3;50;vertical;granito;320;0.766;S;40;30;40;1;20;20;0;1200;1200;NA
T2_1500R17;gigantes;0;0.4;0;0;3;0;0;0;0;0;0;0;0;2;0;0;9.2;0;0;0;0;0;0;0;0;0;0;71.6;12;16.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;5.6;0;0;0;0;0;0;4.6;0;0;0;0;0;4.8;0;0;0;0;3.4;0;0;0;0;0;0;1.4;0;0;0;0;0;0;2.4;0;0;0;1.6;0;0;0.8;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;1;0;3;0;14.8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;60;0.5;N;2;65;113;0.8;4.64;3.712;85;vertical;granito;175;-0.9962;N;10;50;20;5;5;10;0;1408;1500;NA
T2_1500R18;gigantes;0;4.6;0;0;1.8;0;0;0;0;0;0;0;0;9;0;0;0.8;0;1.2;0;0;0;0;0;0;0;0;48;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;2.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;70;0.342;N;0;20;160;2.15;3.1;6.665;50;vertical;granito;140;-0.766;N;40;40;10;0;10;10;0;1405;1500;NA
T2_1500R15;gigantes;0;0.8;0;0;2;0;0;0;0;0;0;0;0;3.2;0;0;2.4;0;3.4;0;0;0;0;0;0;0;0;22;67;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.4;0;0;0;0;0;2.2;0;0;0;0;4.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;1.8;0;4.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;65;0.4226;N;3;20;157;1.5;4;6;50;vertical;granito;150;-0.866;N;30;20;10;5;20;20;0;1413;1500;NA
T2_1500R16;gigantes;0;1.4;0;0;7.2;0;0;0;0;0;0;0.4;0;2.6;0;0;13;0;3;0;1.2;0;0;0;0;0;0;58;15;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2.8;0;0.6;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;9.8;0;9.6;0;0;0;0;0;0;0;0;0;0;2.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;50;0.6428;N;8;10;162;1.6;3;4.8;50;vertical;granito;170;-0.9848;N;10;40;10;10;5;5;20;1413;1500;NA
T2_1500R4;gigantes;0;0.6;0;0;0;0;0;0;0;0;0;0;0;12.4;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;0;350;0.9848;plana;30;0;150;2.15;5.35;11.5025;10;plana;granito;40;0.766;S;10;40;10;40;0;10;0;1424;1500;NA
T2_1500R5;gigantes;0;2.4;0;0;0;9.2;0;0;0;0;0;0;0;5.4;0;0;0.2;0;0.6;0;0;0;0;0;0;0;0;44;2;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;-0.1736;S;0;5;175;3.3;3.1;10.23;40;media;granito;120;-0.5;N;5;60;10;10;5;10;0;1432;1500;NA
T2_1500R1;gigantes;0;1.6;0;0;0;0;0;0;0;0;0;0;0;10.2;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;0;plana;0;3;177;5.6;6;33.6;5;plana;granito;90;0;S;5;60;20;40;0;5;0;1431;1500;NA
T2_1500R2;gigantes;0;1.2;0;0;0;1.8;0;0;0;0;0;0;0;4;0;0;0;0;0.8;0;0;0;0;0;0;0;0;21;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.2;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230;-0.6428;S;1;3;176;3.8;3.5;13.3;30;media;granito;125;-0.5736;N;10;60;10;30;0;5;0;1426;1500;NA
T2_1500R3;gigantes;0;0.4;0;0;0.8;0;0;0;0;0;0;0;0;2.2;0;0;0;0;0.6;1.6;0;0;0;0;0;0;0;30;26;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.4;0;0;0;0;0;0;0;0;0;0;0;0;2.4;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;-0.5;S;3;50;127;5.5;7.25;39.875;40;media;granito;200;-0.9397;N;20;10;40;10;10;40;0;1424;1500;NA
T2_1500R10;gigantes;0;1.4;0;0;0;3;0;0;0;0;0;0;0;11.8;0;0.8;6.2;0;2.8;0;0;0;0;0;0;0;0;76;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.4;0;0;0;0;0;0;1;0;10.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0;4.4;0;2.6;0;0;0;7.6;0;0;0;195;-0.9659;S;5;20;155;6.3;2.5;15.75;40;media;granito;157;-0.9205;N;20;60;10;10;1;5;0;1423;1500;NA
T2_1500R7;gigantes;0;5.6;0;0;0;5.6;0;0;0;0;0;0;0;13.4;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;6.6;0;0;0;0;8.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;-0.9397;plana;10;10;160;3.6;4.1;14.76;20;plana;granito;240;-0.5;N;10;50;30;5;0;20;0;1424;1500;NA
T2_1500R8;gigantes;0;1.8;0;0;0;1.4;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8;0;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0.4;0;0;0;0;0;0;0;0;5;0;4.6;0;0;0;0;3.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157;-0.9205;plana;3;20;157;4.2;4.5;18.9;20;plana;granito;180;-1;N;20;40;30;1;10;10;0;1425;1500;NA
T2_1500R9;gigantes;0;3.4;0;0;0;3.2;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;1.8;0;0;1.4;0;0;0;0;0;0;0;0;0;0;5;0;0;0;160;-0.9397;plana;0;3;177;5.4;4.6;24.84;10;plana;granito;110;-0.342;N;20;40;20;5;20;10;0;1433;1500;NA
T2_1500R14;gigantes;0;4.6;0;0;0.6;12;0;0;0;0;0;0;0;0;0;0;2.8;0;3;0;9.8;0;0;0;0;0;0;90.6;0;9.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0.8;0;0;0;0;0;0;2.2;0;0.4;0;0;0;3.6;0;0;0;0;1.4;0;0;0.6;0;0;2.4;0.4;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;3.4;0;5.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;7;0;0;0;57;0.5446;N;0;50;130;1.7;4.18;7.106;90;vertical;granito;110;-0.342;N;20;20;30;5;5;20;0;1419;1500;NA
T2_1500R12;gigantes;0;1.4;0;0;0;6.8;0;0;0;0;0;0;0;2.8;0;0;19;0;1.4;0;8;0;0;0;0;0;0;52;8;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8;0;0;0;0;0;0;4.6;0;0;0;0;0;2.6;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;3.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;1.8;0;0;0;140;-0.766;S;3;70;107;1.7;10.25;17.425;30;media;granito;60;0.5;S;30;30;20;10;10;20;0;1413;1500;NA
T2_1500R13;gigantes;0;2.4;0;0;0;8.6;0;0;0;0;0;0;0;8.6;0;0;6.2;0;5.2;0;4.6;0;0;0;0;0;0;54;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.8;0;0;0;0;0;0;2;0;2.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;-0.9397;S;3;20;157;1;5;5;45;media;granito;110;-0.342;N;40;40;10;5;5;10;0;1415;1500;NA
T1_2700R10;champa;;0.8;;;6.2;;;;;;;;;14.6;;;;;1.2;;;;;;;;;74;0;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.4;14.2;;;;;;;;;;;;;1;;;;;;;;;0.4;;;;;;;;;;;;;;;;;;;;;;;;130;-0.6428;plana;0;40;140;3.1;2.7;8.37;40;media;granito;115;-0.4226;N;5;90;0;2;1;5;6;2728;2700;NA
